<DATE>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>
20181002,000000,227.3100000,230.0000000,226.6300000,229.2900000,18375812
20181003,000000,230.0500000,233.4700000,229.7800000,232.1000000,21649719
20181004,000000,230.9500000,232.3500000,226.7300000,227.9900000,23767961
20181005,000000,227.9600000,228.4100000,220.5800000,224.2600000,25809360
20181008,000000,222.5600000,224.8000000,220.2000000,223.7600000,21103752
20181009,000000,223.6300000,227.2700000,222.2462000,226.8700000,19672102
20181010,000000,225.3700000,226.3500000,216.0500000,216.3900000,29818033
20181011,000000,214.5200000,219.5000000,212.3200000,214.4500000,38797491
20181012,000000,220.5500000,222.8800000,216.8400000,222.1100000,28397919
20181015,000000,221.1600000,221.8300000,217.2700000,217.2800000,22403259
20181016,000000,218.9700000,222.9900000,216.7627000,222.1300000,21865543
20181017,000000,222.3000000,222.6400000,219.3400000,221.2000000,16169447
20181018,000000,217.8600000,219.7400000,213.0000000,216.1200000,23483746
20181019,000000,219.1600000,221.2600000,217.4300000,219.3000000,23788682
20181022,000000,219.8500000,223.3600000,218.9100000,220.5900000,21318872
20181023,000000,215.8000000,223.2500000,214.7000000,222.7650000,29768418
20181024,000000,222.5200000,224.2300000,214.5400000,215.0800000,30008098
20181025,000000,217.7000000,221.3800000,216.7500000,219.8500000,19816414
20181026,000000,215.6400000,220.1900000,212.6700000,216.0300000,35878762
20181029,000000,219.2550000,219.6900000,206.0900000,212.5500000,36069395
20181030,000000,211.1500000,215.1800000,209.2700000,213.3300000,26591389
20181031,000000,216.8700000,220.4500000,216.6200000,218.7900000,27267896
20181101,000000,219.0700000,222.3600000,216.8100000,222.0600000,34273575
20181102,000000,209.5500000,213.6500000,205.4300000,207.4700000,69862206
20181105,000000,204.3000000,204.3900000,198.1700000,201.5900000,51670747
20181106,000000,201.9200000,204.7200000,201.6900000,203.7800000,24743009
20181107,000000,205.8900000,210.0600000,204.1300000,209.9600000,25389354
20181108,000000,209.9400000,210.1200000,206.7500000,208.4900000,19216333
20181109,000000,205.5500000,206.0100000,202.2500000,204.4700000,23852926
20181112,000000,198.9000000,199.8500000,193.7900000,194.2000000,40614690
20181113,000000,191.7200000,197.1800000,191.4501000,192.2300000,35563755
20181114,000000,193.8100000,194.4800000,185.9300000,186.8000000,48844566
20181115,000000,188.3900000,191.9700000,186.9000000,191.4100000,35697094
20181116,000000,190.4100000,194.9695000,189.4600000,193.5300000,28934664
20181119,000000,189.9900000,190.7000000,184.9900000,185.8500000,31698365
20181120,000000,178.3700000,181.4700000,175.5100000,176.9400000,53469264
20181121,000000,179.7500000,180.2700000,176.5500000,176.7600000,23769667
20181123,000000,174.9000000,176.5950000,171.8500000,171.9705000,20198705
20181126,000000,174.2400000,174.9500000,170.2600000,174.6200000,36053185
20181127,000000,171.4600000,174.7700000,170.8800000,174.2500000,31755427
20181128,000000,176.7300000,181.2900000,174.9300000,180.9700000,36942778
20181129,000000,182.6300000,182.8000000,177.7000000,179.5500000,30629036
20181130,000000,180.2900000,180.3300000,177.0300000,178.6000000,24518834
20181203,000000,184.3900000,184.9400000,181.2100000,184.9300000,30728247
20181204,000000,180.9500000,182.3899000,176.2700000,176.7100000,31441766
20181206,000000,171.8300000,174.7800000,170.4200000,174.7600000,33411656
20181207,000000,173.5100000,174.4900000,168.3000000,168.3900000,32753452
20181210,000000,164.9700000,170.0900000,163.3300000,169.6100000,50864672
20181211,000000,171.6700000,171.7900000,167.0000000,168.6300000,35646731
20181212,000000,170.3900000,171.9200000,169.0200000,169.0900000,27156756
20181213,000000,170.4900000,172.5700000,169.5500000,170.8400000,26204385
20181214,000000,169.0000000,169.0800000,165.2800000,165.4000000,32801853
20181217,000000,165.4500000,168.3500000,162.7300000,164.2100000,33951398
20181218,000000,165.3600000,167.5300000,164.3900000,165.8900000,26766176
20181219,000000,166.0000000,167.4500000,159.0900000,160.7600000,36314212
20181220,000000,160.3600000,162.1100000,155.3000000,156.9000000,52692399
20181221,000000,156.8600000,158.1600000,149.6300000,150.7600000,58602198
20181224,000000,148.1500000,151.5500000,146.1600000,146.6500000,32380172
20181226,000000,148.3000000,157.2300000,146.7200000,157.1700000,45172108
20181227,000000,155.8400000,156.7700000,150.0700000,156.5300000,42058056
20181228,000000,157.4800000,158.5200000,154.5500000,156.2300000,33616272
20181231,000000,158.5000000,159.3600000,156.4800000,157.9400000,26414860
20190102,000000,154.8900000,158.8500000,154.2300000,157.9200000,25246257
20190103,000000,143.9500000,145.7200000,142.0000000,142.0850000,72121982
20190104,000000,144.5800000,148.5499000,143.8000000,148.2600000,46076847
20190107,000000,148.6400000,148.8300000,145.9000000,147.8900000,45116884
20190108,000000,149.3400000,151.8200000,148.5200000,150.7700000,32421859
20190109,000000,151.1600000,154.5300000,149.6300000,153.3100000,37404564
20190110,000000,152.5000000,153.9700000,150.8600000,153.8000000,25625286
20190111,000000,152.8100000,153.7000000,151.5100000,152.2800000,21019909
20190114,000000,150.8500000,151.2700000,149.2200000,149.9900000,24410444
20190115,000000,150.2700000,153.3900000,150.0500000,153.0500000,20959410
20190116,000000,153.0000000,155.8800000,153.0000000,154.9200000,23649177
20190117,000000,154.2200000,157.6600000,153.2600000,155.8600000,24630252
20190118,000000,157.5200000,157.8800000,155.9806000,156.8200000,25271836
20190122,000000,156.4100000,156.7300000,152.6200000,153.6900000,22351539
20190123,000000,154.1500000,155.1400000,151.7000000,153.9700000,18306884
20190124,000000,154.1300000,154.4800000,151.7400000,152.7100000,19095187
20190125,000000,155.2800000,158.1300000,154.3200000,157.7200000,27572060
20190128,000000,155.5300000,156.3300000,153.6600000,156.3000000,19992101
20190129,000000,156.2500000,158.1300000,154.1100000,154.6380000,28180723
20190130,000000,163.2500000,166.1500000,160.2300000,165.2400000,50595243
20190131,000000,166.1200000,169.0000000,164.5600000,166.2700000,28618182
20190201,000000,166.9300000,168.9800000,165.9300000,166.5300000,23382009
20190204,000000,167.4800000,171.6550000,167.2800000,171.2700000,24808684
20190205,000000,172.8600000,175.0800000,172.3501000,174.1000000,29216363
20190206,000000,174.7000000,175.5700000,172.8531000,174.2800000,22447579
20190207,000000,172.3700000,173.9400000,170.3400000,170.9900000,24598066
20190208,000000,168.9200000,170.6600000,168.4200000,170.5000000,19028480
20190211,000000,171.0500000,171.2100000,169.2500000,169.4500000,15775148
20190212,000000,170.1300000,171.0000000,169.7000000,170.8900000,16385064
20190213,000000,171.4300000,172.4800000,169.9200000,170.1700000,17183168
20190214,000000,169.7100000,171.2615000,169.3800000,170.7900000,16137866
20190215,000000,171.2200000,171.7000000,169.7500000,170.3800000,19394183
20190219,000000,169.7200000,171.4400000,169.4300000,170.9400000,14053971
20190220,000000,171.1900000,173.3200000,170.9900000,172.0900000,18189747
20190221,000000,171.8000000,172.3700000,170.3000000,171.1400000,13948779
20190222,000000,171.6000000,173.0000000,171.3800000,172.9700000,13322784
20190225,000000,174.1600000,175.8700000,173.9500000,174.2600000,17584141
20190226,000000,173.7100000,175.3000000,173.1732000,174.3500000,13242235
20190227,000000,173.2600000,175.0000000,172.7300000,174.8800000,13844074
20190228,000000,174.3200000,174.9100000,172.9200000,173.2000000,15291889
20190301,000000,174.2800000,175.1500000,172.8900000,174.9700000,18166700
20190304,000000,175.6700000,177.7500000,173.9700000,175.8600000,22074154
20190305,000000,175.9200000,176.0000000,174.5400000,175.5100000,14002880
20190306,000000,174.6700000,175.4900000,173.9400000,174.5100000,15221684
20190307,000000,173.8700000,174.4400000,172.0200000,172.4700000,18440412
20190308,000000,170.2900000,173.0700000,169.5000000,172.9200000,17816521
20190311,000000,175.4900000,179.1200000,175.3500000,178.9800000,24033010
20190312,000000,179.9300000,182.6700000,179.3700000,180.9400000,24866432
20190313,000000,182.2900000,183.3000000,180.9200000,181.7200000,21449181
20190314,000000,183.9000000,184.1000000,182.5600000,183.7300000,17525665
20190315,000000,184.7800000,187.3300000,183.7400000,186.2100000,29959396
20190318,000000,185.8000000,188.3900000,185.7900000,188.0300000,20173934
20190319,000000,188.2400000,188.9900000,185.9200000,186.5400000,24618390
20190320,000000,186.2800000,189.4900000,184.7300000,188.1700000,21585296
20190321,000000,190.0900000,196.3300000,189.8100000,195.0500000,39478295
20190322,000000,195.3400000,197.6900000,190.7800000,191.0600000,34650857
20190325,000000,191.6400000,191.9800000,186.6000000,188.7700000,36856397
20190326,000000,191.4900000,192.8800000,184.5800000,186.7900000,37410997
20190327,000000,188.7500000,189.7600000,186.5500000,188.4700000,24388183
20190328,000000,188.9300000,189.5590000,187.5300000,188.7100000,16516747
20190329,000000,189.9500000,190.0800000,188.5400000,189.9400000,16672924
20190401,000000,191.6400000,191.6800000,188.3800000,191.2400000,20505748
20190402,000000,191.0900000,194.4600000,191.0500000,194.0400000,17828397
20190403,000000,193.2500000,196.5000000,193.1500000,195.3500000,17822846
20190404,000000,194.7900000,196.3700000,193.1400000,195.7200000,14570075
20190405,000000,196.4500000,197.1000000,195.9300000,196.9700000,14379969
20190408,000000,196.4200000,200.2300000,196.3400000,200.0800000,21011269
20190409,000000,200.3400000,202.8500000,199.2300000,199.5000000,28993298
20190410,000000,198.6800000,200.7400000,198.1800000,200.6600000,17789064
20190411,000000,200.8500000,201.0000000,198.4431000,198.9400000,15877623
20190412,000000,199.2300000,200.1400000,196.2100000,198.8800000,22426469
20190415,000000,198.5800000,199.8500000,198.0100000,199.2300000,12632487
20190416,000000,199.4600000,201.3700000,198.5600000,199.2500000,21641449
20190417,000000,199.5800000,203.3800000,198.6100000,203.1200000,23240697
20190418,000000,203.1200000,204.1500000,202.5200000,203.8600000,16989279
20190422,000000,202.6600000,204.9400000,202.3400000,204.6400000,11970253
20190423,000000,204.4300000,207.7500000,203.9000000,207.5100000,17134902
20190424,000000,207.3400000,208.4800000,207.0500000,207.1800000,13242845
20190425,000000,206.8400000,207.7600000,205.1200000,205.2400000,14052154
20190426,000000,204.8300000,205.0000000,202.1200000,204.2900000,14437507
20190429,000000,204.4000000,205.9700000,203.8600000,204.6100000,14293273
20190430,000000,203.0600000,203.4000000,199.1100000,200.5700000,30926058
20190501,000000,209.8800000,215.3100000,209.2300000,210.5200000,51371130
20190502,000000,209.9500000,212.6500000,208.1300000,209.1700000,25053023
20190503,000000,210.7600000,211.8400000,210.2300000,211.7800000,15129777
20190506,000000,204.2900000,208.8400000,203.5000000,208.6000000,25389743
20190507,000000,205.9300000,207.4175000,200.8250000,202.8600000,30454210
20190508,000000,202.0200000,205.3400000,201.7500000,202.9000000,19940979
20190509,000000,200.4600000,201.6800000,196.6600000,200.7200000,28542954
20190510,000000,197.4300000,198.8500000,192.7700000,197.3000000,31574576
20190513,000000,187.6900000,189.4800000,182.8500000,185.7200000,43593381
20190514,000000,186.4100000,189.7000000,185.4100000,188.6500000,27226898
20190515,000000,186.3000000,191.7500000,186.0200000,190.9200000,20534420
20190516,000000,189.9100000,192.4689000,188.8400000,190.1400000,24495852
20190517,000000,187.0600000,190.9000000,186.7600000,188.9800000,24032571
20190520,000000,183.6300000,184.3490000,180.2839000,183.0900000,29263452
20190521,000000,185.2200000,188.0000000,184.7000000,186.5900000,20543191
20190522,000000,184.6600000,185.7100000,182.5500000,182.7900000,22795413
20190523,000000,179.8500000,180.5400000,177.8100000,179.6700000,27423038
20190524,000000,180.2900000,182.1400000,178.6200000,179.0600000,18854879
20190528,000000,178.9200000,180.5900000,177.9100000,178.1700000,19938777
20190529,000000,176.4200000,179.3500000,176.0000000,177.3500000,22916369
20190530,000000,177.9900000,179.2300000,176.6700000,178.2500000,16708238
20190531,000000,176.1900000,177.9900000,174.9900000,175.0000000,19687907
20190603,000000,175.5800000,177.9200000,170.2700000,173.2800000,31945529
20190604,000000,175.4400000,179.8300000,174.5200000,179.6700000,23806680
20190605,000000,184.2500000,184.9900000,181.1400000,182.5410000,22961004
20190606,000000,183.0900000,185.4700000,182.1489000,185.2300000,15741414
20190607,000000,186.6000000,191.9200000,185.7700000,190.1400000,24383775
20190610,000000,192.3300000,195.3700000,191.6100000,192.5200000,21182910
20190611,000000,194.8400000,196.0000000,193.6000000,194.8100000,19834397
20190612,000000,193.9600000,195.9700000,193.3850000,194.1900000,14308025
20190613,000000,194.7000000,196.7900000,193.6000000,194.7400000,15779121
20190614,000000,191.6200000,193.5863000,190.3000000,192.7400000,13833878
20190617,000000,192.9000000,194.9600000,192.1700000,193.9500000,10865227
20190618,000000,196.0200000,200.2900000,195.2100000,198.5000000,20758951
20190619,000000,199.6800000,199.8800000,197.3100000,197.8600000,15356342
20190620,000000,200.3700000,200.6100000,198.0300000,199.3794000,15125642
20190621,000000,198.4600000,200.8500000,198.1500000,198.8000000,20744438
20190624,000000,198.5600000,200.1600000,198.1700000,198.5500000,11002205
20190625,000000,198.6000000,199.2600000,195.2900000,195.5700000,14043622
20190626,000000,197.7700000,200.9900000,197.3500000,199.8000000,18461604
20190627,000000,200.2900000,201.5700000,199.5700000,199.7300000,12785820
20190628,000000,198.7200000,199.4950000,197.0500000,197.9200000,16627821
20190701,000000,203.2800000,204.4900000,200.6500000,201.6800000,19588276
20190702,000000,201.4700000,203.1323000,201.3600000,202.7100000,13664214
20190703,000000,203.2800000,204.5900000,202.6901000,204.3300000,9394111
20190705,000000,203.3500000,205.0800000,202.9000000,204.2500000,12766224
20190708,000000,200.9400000,201.4000000,198.4100000,200.0100000,18523481
20190709,000000,199.2000000,201.5100000,198.8100000,201.2200000,14527902
20190710,000000,201.9000000,203.7300000,201.5600000,203.2100000,13160334
20190711,000000,203.3500000,204.3900000,201.7100000,201.7400000,13583242
20190712,000000,202.5300000,204.0000000,202.2000000,203.2400000,13160915
20190715,000000,204.0900000,205.8700000,204.0000000,205.2000000,12121228
20190716,000000,204.7400000,206.1100000,203.5000000,204.4900000,12095971
20190717,000000,204.0500000,205.0915000,203.2700000,203.2800000,9791102
20190718,000000,204.0000000,205.8800000,203.7000000,205.6600000,13193446
20190719,000000,205.7800000,206.5000000,202.3600000,202.5700000,14377148
20190722,000000,203.6500000,207.2300000,203.6100000,207.2200000,16103509
20190723,000000,208.3700000,208.9100000,207.2900000,208.8250000,12637592
20190724,000000,207.6700000,209.1500000,207.1700000,208.6700000,10928042
20190725,000000,208.7200000,209.2400000,206.7300000,207.0500000,10060884
20190726,000000,207.4000000,209.7300000,207.1400000,207.7500000,12549285
20190729,000000,208.4700000,210.6400000,208.4400000,209.6700000,16219606
20190730,000000,208.7600000,210.1600000,207.3100000,208.8840000,21003693
20190731,000000,216.3200000,221.3700000,211.3000000,212.7800000,54756999
20190801,000000,213.8200000,218.0300000,206.7435000,208.4595000,43955024
20190802,000000,205.1500000,206.4300000,201.6300000,204.0900000,30593233
20190805,000000,197.9000000,198.6490000,192.5800000,193.2200000,37727302
20190806,000000,196.3100000,198.0670000,194.0400000,196.9800000,27744344
20190807,000000,195.4900000,199.5600000,193.8200000,199.1400000,24991544
20190808,000000,200.3100000,203.5300000,199.3900000,203.4500000,18914594
20190809,000000,201.3000000,202.7600000,199.2900000,200.9300000,18627411
20190812,000000,199.4600000,202.0516000,199.1500000,200.5000000,16809375
20190813,000000,201.0200000,212.1400000,200.8300000,208.9800000,37544779
20190814,000000,203.2500000,206.4400000,202.5869000,202.7500000,26283319
20190815,000000,203.4600000,205.1400000,199.6700000,201.7400000,20824805
20190816,000000,204.2800000,207.1600000,203.8400000,206.4400000,20912621
20190819,000000,210.6900000,212.7307000,210.0250000,210.3400000,18758273
20190820,000000,210.8100000,213.3500000,210.3200000,210.3500000,18624191
20190821,000000,212.9900000,213.6500000,211.6032000,212.6500000,16271505
20190822,000000,213.1900000,214.4350000,210.7500000,212.4500000,16647095
20190823,000000,209.3900000,212.0510000,201.0000000,202.6300000,34948585
20190826,000000,205.8900000,207.1900000,205.0573000,206.6000000,19650870
20190827,000000,207.9100000,208.5500000,203.5300000,204.1400000,16478155
20190828,000000,204.1000000,205.7200000,203.3200000,205.5200000,11747756
20190829,000000,208.6600000,209.3200000,206.6550000,209.1000000,15937508
20190830,000000,210.1600000,210.4500000,207.2000000,208.7400000,14073036
20190903,000000,206.4200000,206.9800000,204.2200000,205.6950000,15288117
20190904,000000,208.3900000,209.4800000,207.3200000,209.2500000,12681144
20190905,000000,211.9500000,213.9700000,211.5100000,213.2700000,16680411
20190906,000000,213.9800000,214.4200000,212.5100000,213.2700000,13668289
20190909,000000,214.8600000,216.4400000,211.0700000,214.1500000,18499005
20190910,000000,213.8100000,216.7800000,211.7100000,216.7700000,21748104
20190911,000000,218.1200000,223.6400000,217.7300000,223.5870000,34546272
20190912,000000,224.8000000,226.4200000,222.8600000,223.0900000,23173498
20190913,000000,220.0000000,220.7900000,217.0200000,218.8000000,29477471
20190916,000000,217.7400000,220.1300000,217.5600000,219.9000000,14962187
20190917,000000,219.8700000,220.8200000,219.1200000,220.6500000,12747374
20190918,000000,221.1300000,222.8500000,219.4400000,222.7700000,19346581
20190919,000000,222.1200000,223.7600000,220.3700000,220.9500000,16776379
20190920,000000,221.3900000,222.5600000,217.4730000,217.6900000,26222318
20190923,000000,218.9100000,219.8400000,217.6500000,218.6800000,13435887
20190924,000000,221.1400000,222.4900000,217.1900000,217.6800000,22152079
20190925,000000,218.7500000,221.5000000,217.1402000,220.9900000,15638356
20190926,000000,219.8800000,220.9400000,218.8300000,219.8900000,13054452
20190927,000000,220.4300000,220.9600000,217.2814000,218.8500000,18464019
20190930,000000,220.9000000,224.5800000,220.7900000,223.9800000,18934278
20191001,000000,225.1300000,228.2200000,224.2000000,224.5800000,26463989
20191002,000000,223.0900000,223.5800000,217.9300000,218.9600000,25781611
20191003,000000,218.5300000,220.9600000,215.1320000,220.8100000,21563366
20191004,000000,225.7100000,227.4900000,223.8900000,227.0100000,26239462
20191007,000000,226.2700000,229.9300000,225.8400000,227.0600000,24305099
20191008,000000,225.8800000,228.0600000,224.3300000,224.3900000,20402845
20191009,000000,227.0300000,227.7900000,225.6400000,227.0000000,14205107
20191010,000000,227.9000000,230.4400000,227.3000000,230.0900000,22274239
20191011,000000,232.9500000,237.6400000,232.3075000,236.2200000,33191022
20191014,000000,235.1000000,238.1342000,234.6700000,235.8900000,18427819
20191015,000000,236.3900000,237.6500000,234.8800000,235.3200000,15725963
20191016,000000,233.3700000,235.2400000,233.2000000,234.3900000,13567432
20191017,000000,235.0900000,236.1500000,233.5200000,235.2900000,12477311
20191018,000000,234.3600000,237.5800000,234.2900000,236.2800000,17094531
20191021,000000,237.6500000,240.9900000,237.3200000,240.5300000,15934189
20191022,000000,241.1200000,242.2000000,239.6218000,239.9700000,16075608
20191023,000000,242.1000000,243.2400000,241.2200000,243.1400000,14891505
20191024,000000,244.5100000,244.8000000,241.8050000,243.6000000,13290459
20191025,000000,243.1700000,246.7300000,242.8800000,246.5800000,13626239
20191028,000000,247.5000000,249.2500000,246.7200000,249.0400000,17780897
20191029,000000,249.0100000,249.7500000,242.5700000,243.2900000,27941054
20191030,000000,244.7700000,245.3000000,241.2100000,243.2900000,21115109
20191031,000000,247.1900000,249.1700000,237.2600000,248.8400000,25041455
20191101,000000,249.5400000,255.9300000,249.1600000,255.8400000,29899797
20191104,000000,257.3700000,257.8450000,255.3800000,257.4800000,19973327
20191105,000000,257.0500000,258.1900000,256.3200000,257.1500000,14124169
20191106,000000,256.8700000,257.4900000,255.3650000,257.2400000,12664552
20191107,000000,258.7400000,260.3500000,258.1100000,259.5000000,18255822
20191108,000000,258.7000000,260.4400000,256.8500000,260.1400000,12792696
20191111,000000,258.3000000,262.4700000,258.2800000,262.2000000,14608888
20191112,000000,261.5500000,262.7900000,260.9200000,261.9800000,16269324
20191113,000000,261.1100000,264.7800000,261.0700000,264.4700000,20363982
20191114,000000,263.8800000,264.8800000,262.1000000,262.6900000,16720362
20191115,000000,263.7000000,265.7800000,263.0100000,265.7500000,19202973
20191118,000000,265.7900000,267.4300000,264.2300000,267.1200000,14881653
20191119,000000,267.9000000,268.0000000,265.3926000,266.2900000,12405480
20191120,000000,265.5500000,266.0830000,260.4000000,263.2200000,18271516
20191121,000000,263.9800000,264.0050000,261.1800000,262.0100000,13948522
20191122,000000,262.5500000,263.1800000,260.8400000,261.8400000,12167403
20191125,000000,262.6400000,266.4400000,262.5200000,266.4200000,11705460
20191126,000000,266.9300000,267.1600000,262.5000000,264.1000000,12456128
20191127,000000,265.6300000,267.9800000,265.3100000,267.8999000,11496902
20191129,000000,266.6000000,268.0000000,265.9000000,267.4000000,9485545
20191202,000000,267.5900000,268.2500000,263.4500000,264.0900000,15706336
20191203,000000,258.2500000,259.5300000,256.2900000,259.5200000,21861166
20191204,000000,261.0700000,263.3100000,260.6800000,261.7400000,12079852
20191205,000000,263.7900000,265.8900000,262.7300000,265.5800000,13096973
20191206,000000,267.5100000,271.0000000,267.3000000,270.7000000,19659702
20191209,000000,270.0700000,270.8000000,264.9100000,266.9200000,24235279
20191210,000000,268.6000000,270.0700000,265.8600000,268.6200000,17521257
20191211,000000,268.8000000,271.1000000,268.5000000,270.7400000,14644467
20191212,000000,267.8200000,272.5599000,267.3210000,271.4600000,26950070
20191213,000000,271.4600000,275.3000000,270.9300000,275.2600000,25843755
20191216,000000,277.0000000,280.7900000,276.9800000,279.8600000,21205793
20191217,000000,279.5700000,281.7700000,278.8000000,280.4200000,18902598
20191218,000000,279.7100000,281.9000000,279.1200000,279.7100000,18376639
20191219,000000,279.5100000,281.1800000,278.9500000,280.0300000,14919770
20191220,000000,282.2300000,282.6500000,278.5600000,279.2800000,24634964
20191223,000000,280.5800000,284.2500000,280.3735000,283.9700000,15672903
20191224,000000,284.5200000,284.8900000,282.9197000,284.4300000,8518924
20191226,000000,284.8200000,289.9800000,284.7000000,289.9100000,17675011
20191227,000000,291.1200000,293.9700000,288.1200000,289.8300000,28497535
20191230,000000,289.5700000,292.6900000,285.2200000,291.6470000,28515677
20191231,000000,289.9300000,293.6800000,289.5200000,293.3700000,18530095
20200102,000000,296.2500000,300.5100000,295.2000000,300.4400000,2647764
20200103,000000,297.1000000,300.5800000,296.5000000,297.7200000,2701131
20200106,000000,293.7800000,299.9600000,292.8000000,299.8300000,2014094
20200107,000000,299.7500000,300.8800000,297.4800000,298.3700000,1904816
20200108,000000,297.2600000,304.4300000,297.2600000,303.0300000,2560471
20200109,000000,307.2500000,310.4200000,306.2000000,309.6300000,3929020
20200110,000000,310.6500000,312.6500000,308.2600000,310.3100000,3265161
20200113,000000,311.7500000,317.0700000,311.1500000,316.9300000,2395413
20200114,000000,316.6300000,317.5200000,312.1900000,312.6300000,3105643
20200115,000000,311.9600000,315.5000000,309.5500000,311.4550000,2386914
20200116,000000,313.6300000,315.6100000,312.1000000,315.3200000,1933890
20200117,000000,316.5600000,318.7300000,315.0200000,318.7000000,2431194
20200121,000000,317.1900000,319.0100000,316.2100000,316.4900000,1660974
20200122,000000,318.7300000,319.9900000,317.3200000,317.7200000,2129470
20200123,000000,317.8500000,319.5600000,315.7100000,319.2200000,1895239
20200124,000000,320.3800000,323.3300000,317.5200000,318.2900000,2853503
20200127,000000,309.9100000,311.7700000,305.9600000,308.8400000,2892231
20200128,000000,312.4700000,318.3800000,312.2300000,317.6900000,1907014
20200129,000000,324.5300000,327.8200000,321.4100000,324.3000000,4686417
20200130,000000,320.7400000,324.0300000,318.7800000,323.9100000,2101861
20200131,000000,321.0050000,322.6300000,308.3300000,309.1300000,3372069
20200203,000000,303.9300000,313.4800000,302.2600000,308.5600000,3329652
20200204,000000,315.4900000,319.6300000,313.6500000,318.9200000,2097644
20200205,000000,323.6100000,324.7300000,318.9600000,321.4300000,2195400
20200206,000000,322.7400000,325.2100000,320.3500000,325.2000000,1882208
20200207,000000,322.2600000,323.4000000,318.0900000,319.9300000,2318212
20200210,000000,314.2000000,321.4100000,313.9100000,321.3200000,1842251
20200211,000000,323.5200000,323.8900000,318.7300000,319.4700000,1819236
20200212,000000,321.5900000,327.2100000,321.5300000,327.1900000,2299182
20200213,000000,324.2900000,326.2000000,323.3500000,324.9600000,1687696
20200214,000000,324.8050000,325.9600000,322.8600000,324.8000000,1505073
20200218,000000,315.3500000,319.7200000,314.6400000,318.9200000,2125355
20200219,000000,320.1200000,324.5600000,320.0300000,323.6800000,1594783
20200220,000000,322.6000000,324.6500000,318.2800000,320.2500000,1632877
20200221,000000,318.3600000,320.4100000,310.5000000,312.9600000,2181951
20200224,000000,297.2600000,304.1200000,289.2300000,298.2200000,2885909
20200226,000000,286.5300000,297.8600000,286.5000000,292.7100000,2593135
20200227,000000,281.5100000,285.9700000,273.0400000,273.0400000,5579799
20200228,000000,257.2600000,278.3200000,256.7100000,274.3600000,6921156
20200302,000000,282.2700000,298.8200000,277.7300000,298.7400000,5740189
20200303,000000,303.7400000,303.9500000,285.8600000,289.1700000,4660969
20200304,000000,296.9700000,303.0200000,293.1300000,302.8700000,3813008
20200305,000000,295.5000000,299.5400000,291.5000000,293.4000000,2947959
20200306,000000,282.0000000,290.6800000,281.2700000,288.9100000,4300258
20200309,000000,263.7500000,278.0800000,263.0100000,266.2700000,5616916
20200310,000000,277.3000000,285.4000000,269.3800000,285.2700000,6205735
20200311,000000,277.2500000,281.2000000,272.2300000,275.4000000,4935583
20200312,000000,255.9400000,269.9800000,248.2700000,248.2700000,10043415
20200313,000000,264.9100000,278.1400000,252.9700000,278.0600000,8646876
20200316,000000,242.0000000,259.0000000,240.0000000,241.4700000,4581115
20200317,000000,247.3800000,257.6100000,238.4200000,252.8200000,5134308
20200318,000000,239.7700000,250.0000000,237.1200000,249.0000000,5617154
20200319,000000,247.3850000,252.7900000,242.6400000,244.3500000,5147466
20200320,000000,247.2050000,251.8300000,228.0000000,229.0400000,7114847
20200323,000000,227.8900000,227.9800000,212.6100000,223.9800000,5136012
20200324,000000,236.7500000,247.4300000,234.3200000,246.8700000,5237626
20200325,000000,250.7500000,258.0000000,244.3300000,245.5700000,5024209
20200326,000000,246.4900000,258.6800000,246.4000000,258.2900000,4570855
20200327,000000,252.5200000,255.8700000,247.0700000,247.7400000,4003272
20200330,000000,250.9600000,255.5200000,249.4800000,254.7200000,2845124
20200331,000000,255.6300000,262.4800000,252.0000000,254.3000000,3082287
20200401,000000,246.4800000,248.7000000,239.1400000,240.9000000,3379981
20200402,000000,239.9900000,245.1500000,236.9000000,244.8200000,3618113
20200403,000000,242.8600000,245.7000000,238.9800000,241.4300000,2517420
20200406,000000,250.9000000,263.1100000,249.4100000,262.3800000,4010279
20200407,000000,270.7900000,271.6900000,259.0000000,259.5000000,4070493
20200408,000000,262.6000000,267.3600000,261.2400000,266.0500000,2850974
20200409,000000,268.6900000,270.0600000,264.7000000,268.0000000,3616698
20200413,000000,268.3000000,273.5900000,265.8400000,273.2600000,2110653
20200414,000000,280.0000000,288.0300000,278.0700000,287.0300000,3522825
20200415,000000,282.3950000,286.3000000,280.6300000,284.6200000,2287654
20200416,000000,287.3100000,288.1700000,282.3700000,286.7000000,2851647
20200417,000000,284.6900000,286.9400000,276.8700000,282.8800000,3801544
20200421,000000,272.7600000,273.4900000,265.4300000,268.5000000,2275489
20200422,000000,273.7200000,277.9000000,272.2000000,276.1300000,1875257
20200423,000000,275.8900000,281.7100000,274.9000000,274.9000000,2161599
20200424,000000,277.2000000,283.0000000,277.0000000,282.9000000,2119930
20200427,000000,281.8400000,284.5200000,279.9600000,283.2100000,1782704
20200428,000000,285.1000000,285.7900000,278.2200000,278.4700000,1958216
20200429,000000,284.7300000,289.6700000,283.9000000,287.7400000,2303480
20200430,000000,289.9600000,294.5300000,288.3700000,293.9500000,1812619
20200501,000000,286.2200000,299.0000000,285.8500000,289.2900000,4965136
20200504,000000,289.0400000,293.6900000,286.3200000,293.3600000,2528975
20200505,000000,295.0600000,301.0000000,294.4700000,297.8200000,2632028
